StartByte,MessageID,MessageLength(lsb),MessageLength(msb),Time0,Time1,Time2,Time3,Time,axDataLsb,axDataMsb,ayDataLsb,ayDataMsb,azDataLsb,azDataMsb,axDataLsb,axDataMsb,ayDataLsb,ayDataMsb,azDataLsb,azDataMsb,axDataLsb,axDataMsb,ayDataLsb,ayDataMsb,azDataLsb,azDataMsb,axDataLsb,axDataMsb,ayDataLsb,ayDataMsb,azDataLsb,azDataMsb,axDataLsb,axDataMsb,ayDataLsb,ayDataMsb,azDataLsb,azDataMsb,axDataLsb,axDataMsb,ayDataLsb,ayDataMsb,azDataLsb,azDataMsb,axDataLsb,axDataMsb,ayDataLsb,ayDataMsb,azDataLsb,azDataMsb,axDataLsb,axDataMsb,ayDataLsb,ayDataMsb,azDataLsb,azDataMsb,axDataLsb,axDataMsb,ayDataLsb,ayDataMsb,azDataLsb,azDataMsb,axDataLsb,axDataMsb,ayDataLsb,ayDataMsb,azDataLsb,azDataMsb,axDataLsb,axDataMsb,ayDataLsb,ayDataMsb,azDataLsb,azDataMsb,axDataLsb,axDataMsb,ayDataLsb,ayDataMsb,azDataLsb,azDataMsb,axDataLsb,axDataMsb,ayDataLsb,ayDataMsb,azDataLsb,azDataMsb,axDataLsb,axDataMsb,ayDataLsb,ayDataMsb,azDataLsb,azDataMsb,axDataLsb,axDataMsb,ayDataLsb,ayDataMsb,azDataLsb,azDataMsb,axDataLsb,axDataMsb,ayDataLsb,ayDataMsb,azDataLsb,azDataMsb,
170,64,104,0,201,218,2,0,187081,0,0,192,255,0,5,0,0,192,255,0,5,0,0,192,255,0,5,64,0,192,255,64,5,0,0,192,255,0,5,0,0,192,255,0,5,0,0,192,255,0,5,64,0,192,255,0,5,64,0,0,0,0,5,64,0,192,255,0,5,64,0,192,255,0,5,0,0,192,255,0,5,64,0,0,0,0,5,64,0,192,255,0,5,0,0,0,0,0,5,64,0,192,255,0,5,
170,64,104,0,240,218,2,0,187120,0,0,192,255,0,5,64,0,192,255,0,5,64,0,192,255,0,5,64,0,192,255,0,5,64,0,192,255,0,5,64,0,192,255,64,5,0,0,192,255,0,5,0,0,192,255,0,5,64,0,192,255,0,5,0,0,128,255,0,5,64,0,192,255,0,5,64,0,192,255,0,5,64,0,192,255,64,5,64,0,192,255,0,5,0,0,192,255,0,5,64,0,192,255,0,5,
170,64,104,0,23,219,2,0,187159,64,0,192,255,0,5,64,0,192,255,0,5,64,0,192,255,0,5,64,0,128,255,0,5,0,0,192,255,0,5,64,0,192,255,64,5,0,0,192,255,64,5,64,0,192,255,0,5,0,0,128,255,0,5,0,0,128,255,0,5,0,0,128,255,0,5,64,0,192,255,0,5,64,0,192,255,0,5,64,0,192,255,0,5,0,0,192,255,0,5,0,0,192,255,0,5,
170,64,104,0,62,219,2,0,187198,64,0,192,255,0,5,64,0,192,255,64,5,64,0,192,255,0,5,0,0,192,255,0,5,0,0,192,255,0,5,64,0,192,255,64,5,0,0,0,0,64,5,64,0,0,0,64,5,0,0,192,255,0,5,0,0,192,255,64,5,64,0,0,0,0,5,0,0,192,255,0,5,0,0,192,255,0,5,0,0,192,255,0,5,64,0,192,255,0,5,0,0,192,255,0,5,
170,64,104,0,98,219,2,0,187234,64,0,192,255,0,5,64,0,192,255,0,5,64,0,192,255,0,5,64,0,192,255,0,5,64,0,192,255,64,5,0,0,128,255,0,5,0,0,192,255,0,5,0,0,192,255,0,5,64,0,192,255,0,5,0,0,192,255,64,5,64,0,192,255,64,5,64,0,192,255,64,5,64,0,192,255,0,5,64,0,192,255,0,5,64,0,192,255,64,5,0,0,192,255,0,5,
170,64,104,0,137,219,2,0,187273,64,0,192,255,0,5,0,0,192,255,0,5,0,0,128,255,0,5,64,0,192,255,0,5,0,0,192,255,0,5,64,0,192,255,0,5,64,0,192,255,0,5,64,0,192,255,0,5,64,0,192,255,0,5,64,0,192,255,0,5,64,0,192,255,0,5,0,0,128,255,0,5,64,0,192,255,0,5,64,0,192,255,0,5,64,0,192,255,0,5,0,0,192,255,0,5,
170,64,104,0,176,219,2,0,187312,0,0,192,255,0,5,0,0,192,255,64,5,64,0,192,255,64,5,64,0,192,255,64,5,0,0,192,255,64,5,64,0,192,255,0,5,0,0,192,255,64,5,0,0,192,255,0,5,64,0,192,255,0,5,64,0,192,255,0,5,0,0,192,255,0,5,0,0,0,0,0,5,0,0,0,0,0,5,0,0,192,255,0,5,0,0,192,255,64,5,0,0,192,255,0,5,
170,64,104,0,215,219,2,0,187351,0,0,192,255,0,5,0,0,192,255,0,5,0,0,0,0,0,5,64,0,192,255,64,5,64,0,192,255,64,5,64,0,192,255,64,5,64,0,192,255,0,5,64,0,0,0,0,5,64,0,192,255,64,5,64,0,192,255,64,5,64,0,192,255,0,5,64,0,192,255,0,5,64,0,192,255,64,5,64,0,192,255,64,5,64,0,192,255,64,5,0,0,192,255,0,5,
170,64,104,0,254,219,2,0,187390,0,0,192,255,0,5,0,0,192,255,0,5,0,0,192,255,64,5,64,0,192,255,0,5,64,0,192,255,0,5,0,0,192,255,0,5,0,0,192,255,0,5,0,0,192,255,0,5,0,0,192,255,0,5,64,0,192,255,0,5,0,0,0,0,0,5,64,0,192,255,64,5,64,0,192,255,64,5,0,0,192,255,0,5,64,0,192,255,0,5,0,0,192,255,0,5,
170,64,104,0,38,220,2,0,187430,0,0,192,255,64,5,0,0,192,255,0,5,0,0,192,255,0,5,64,0,192,255,0,5,64,0,192,255,0,5,0,0,0,0,0,5,0,0,192,255,0,5,0,0,0,0,0,5,64,0,192,255,0,5,64,0,192,255,0,5,64,0,0,0,64,5,64,0,192,255,64,5,64,0,0,0,0,5,64,0,192,255,0,5,64,0,192,255,0,5,0,0,192,255,0,5,
170,64,104,0,74,220,2,0,187466,64,0,128,255,64,5,64,0,192,255,64,5,0,0,192,255,0,5,64,0,192,255,0,5,0,0,192,255,64,5,0,0,128,255,0,5,0,0,192,255,64,5,0,0,192,255,64,5,64,0,192,255,64,5,64,0,192,255,64,5,64,0,192,255,64,5,64,0,192,255,64,5,64,0,192,255,0,5,64,0,192,255,0,5,0,0,192,255,0,5,0,0,192,255,64,5,
170,64,104,0,113,220,2,0,187505,64,0,192,255,0,5,64,0,192,255,0,5,0,0,192,255,0,5,64,0,192,255,0,5,64,0,192,255,0,5,0,0,192,255,0,5,64,0,192,255,0,5,0,0,192,255,0,5,0,0,192,255,0,5,0,0,192,255,64,5,0,0,192,255,64,5,0,0,0,0,0,5,64,0,192,255,64,5,64,0,192,255,128,5,128,0,192,255,64,5,64,0,192,255,64,5,
170,64,104,0,152,220,2,0,187544,64,0,192,255,64,5,64,0,192,255,0,5,64,0,192,255,0,5,64,0,192,255,0,5,64,0,192,255,0,5,64,0,192,255,0,5,64,0,0,0,0,5,64,0,192,255,0,5,64,0,192,255,0,5,64,0,192,255,0,5,0,0,192,255,0,5,64,0,0,0,0,5,0,0,192,255,0,5,64,0,128,255,0,5,0,0,128,255,0,5,0,0,192,255,0,5,
170,64,104,0,191,220,2,0,187583,0,0,192,255,0,5,0,0,192,255,0,5,0,0,0,0,0,5,64,0,192,255,0,5,64,0,192,255,0,5,64,0,0,0,0,5,64,0,192,255,0,5,0,0,192,255,64,5,0,0,0,0,0,5,0,0,192,255,0,5,0,0,192,255,64,5,0,0,0,0,0,5,0,0,192,255,0,5,0,0,192,255,64,5,0,0,192,255,0,5,0,0,192,255,0,5,
170,64,104,0,230,220,2,0,187622,0,0,192,255,0,5,0,0,0,0,0,5,64,0,192,255,64,5,0,0,192,255,64,5,64,0,0,0,64,5,0,0,192,255,0,5,64,0,192,255,0,5,0,0,192,255,64,5,64,0,192,255,0,5,64,0,192,255,64,5,0,0,192,255,64,5,0,0,192,255,0,5,0,0,192,255,0,5,0,0,192,255,0,5,0,0,0,0,0,5,0,0,192,255,0,5,
170,64,104,0,13,221,2,0,187661,64,0,192,255,0,5,0,0,192,255,0,5,0,0,192,255,0,5,0,0,192,255,0,5,64,0,192,255,0,5,0,0,128,255,0,5,0,0,192,255,64,5,0,0,192,255,64,5,0,0,128,255,0,5,0,0,192,255,0,5,0,0,192,255,0,5,0,0,192,255,0,5,64,0,128,255,0,5,64,0,192,255,0,5,0,0,192,255,0,5,0,0,192,255,0,5,
170,64,104,0,52,221,2,0,187700,0,0,128,255,0,5,64,0,128,255,64,5,0,0,192,255,0,5,0,0,192,255,0,5,0,0,128,255,0,5,64,0,192,255,0,5,0,0,192,255,0,5,0,0,192,255,64,5,64,0,192,255,0,5,64,0,192,255,0,5,64,0,192,255,0,5,64,0,192,255,64,5,64,0,192,255,64,5,64,0,192,255,0,5,0,0,192,255,0,5,0,0,192,255,0,5,
170,64,104,0,91,221,2,0,187739,0,0,192,255,64,5,0,0,192,255,0,5,0,0,0,0,0,5,64,0,192,255,0,5,0,0,0,0,0,5,0,0,192,255,0,5,0,0,192,255,0,5,64,0,192,255,0,5,0,0,192,255,0,5,0,0,192,255,64,5,0,0,192,255,0,5,64,0,192,255,0,5,64,0,0,0,0,5,64,0,192,255,0,5,64,0,192,255,64,5,64,0,128,255,64,5,
170,64,104,0,127,221,2,0,187775,64,0,192,255,64,5,64,0,192,255,0,5,64,0,192,255,0,5,0,0,192,255,0,5,0,0,192,255,0,5,64,0,192,255,0,5,64,0,192,255,0,5,0,0,192,255,0,5,0,0,192,255,0,5,0,0,128,255,0,5,0,0,128,255,64,5,64,0,128,255,0,5,64,0,128,255,0,5,64,0,128,255,0,5,64,0,128,255,0,5,64,0,192,255,0,5,
170,64,104,0,166,221,2,0,187814,64,0,192,255,64,5,64,0,192,255,0,5,64,0,192,255,64,5,64,0,192,255,64,5,64,0,192,255,64,5,64,0,192,255,64,5,64,0,192,255,0,5,0,0,192,255,0,5,0,0,0,0,64,5,64,0,0,0,64,5,64,0,192,255,64,5,64,0,192,255,0,5,0,0,192,255,64,5,64,0,192,255,0,5,64,0,192,255,0,5,0,0,192,255,0,5,
170,64,104,0,205,221,2,0,187853,0,0,192,255,64,5,64,0,192,255,64,5,64,0,192,255,64,5,64,0,192,255,64,5,64,0,192,255,64,5,64,0,192,255,64,5,0,0,192,255,0,5,0,0,192,255,0,5,0,0,192,255,0,5,0,0,192,255,0,5,64,0,192,255,0,5,0,0,192,255,0,5,0,0,192,255,0,5,64,0,192,255,0,5,64,0,192,255,64,5,64,0,192,255,64,5,
170,64,104,0,244,221,2,0,187892,64,0,192,255,64,5,64,0,192,255,64,5,64,0,192,255,64,5,0,0,0,0,0,5,0,0,192,255,0,5,0,0,192,255,0,5,0,0,192,255,0,5,0,0,192,255,64,5,0,0,192,255,0,5,0,0,192,255,0,5,0,0,192,255,0,5,64,0,0,0,64,5,0,0,0,0,0,5,0,0,192,255,64,5,0,0,192,255,64,5,64,0,192,255,0,5,
170,64,104,0,27,222,2,0,187931,0,0,192,255,0,5,0,0,128,255,0,5,0,0,192,255,0,5,64,0,192,255,0,5,0,0,192,255,0,5,64,0,192,255,0,5,64,0,192,255,0,5,64,0,192,255,0,5,64,0,192,255,0,5,64,0,192,255,0,5,64,0,192,255,0,5,0,0,192,255,0,5,64,0,192,255,0,5,0,0,192,255,0,5,64,0,192,255,0,5,64,0,192,255,0,5,
170,64,104,0,66,222,2,0,187970,64,0,128,255,0,5,0,0,192,255,64,5,0,0,192,255,0,5,0,0,0,0,0,5,0,0,0,0,0,5,0,0,0,0,0,5,64,0,192,255,0,5,64,0,192,255,64,5,64,0,192,255,0,5,64,0,192,255,0,5,64,0,192,255,0,5,64,0,128,255,0,5,0,0,128,255,0,5,0,0,192,255,0,5,0,0,192,255,0,5,0,0,192,255,0,5,
170,64,104,0,105,222,2,0,188009,0,0,192,255,0,5,0,0,0,0,0,5,64,0,128,255,0,5,0,0,192,255,0,5,0,0,192,255,0,5,0,0,128,255,64,5,0,0,192,255,0,5,0,0,192,255,0,5,0,0,192,255,0,5,64,0,192,255,0,5,64,0,192,255,0,5,64,0,0,0,0,5,64,0,0,0,0,5,64,0,192,255,0,5,0,0,192,255,0,5,64,0,192,255,0,5,
170,64,104,0,144,222,2,0,188048,0,0,192,255,0,5,0,0,192,255,0,5,0,0,192,255,64,5,0,0,192,255,0,5,0,0,192,255,0,5,0,0,192,255,0,5,64,0,192,255,0,5,0,0,192,255,0,5,64,0,192,255,0,5,0,0,192,255,0,5,64,0,192,255,0,5,0,0,192,255,64,5,64,0,192,255,0,5,64,0,192,255,0,5,64,0,192,255,0,5,64,0,128,255,64,5,
170,64,104,0,180,222,2,0,188084,64,0,128,255,64,5,0,0,192,255,0,5,0,0,192,255,0,5,0,0,192,255,0,5,0,0,192,255,64,5,64,0,192,255,0,5,64,0,192,255,0,5,64,0,192,255,64,5,0,0,192,255,0,5,0,0,192,255,64,5,0,0,192,255,64,5,0,0,0,0,0,5,64,0,192,255,0,5,0,0,192,255,64,5,0,0,0,0,0,5,0,0,192,255,64,5,
170,64,104,0,219,222,2,0,188123,0,0,0,0,64,5,0,0,192,255,0,5,0,0,192,255,0,5,64,0,192,255,64,5,64,0,192,255,64,5,64,0,128,255,64,5,0,0,192,255,0,5,0,0,192,255,0,5,64,0,192,255,64,5,0,0,128,255,64,5,0,0,192,255,0,5,64,0,192,255,64,5,64,0,192,255,0,5,0,0,192,255,64,5,0,0,192,255,64,5,64,0,192,255,64,5,
170,64,104,0,2,223,2,0,188162,0,0,192,255,0,5,0,0,192,255,0,5,0,0,192,255,0,5,64,0,192,255,0,5,64,0,0,0,0,5,0,0,0,0,64,5,0,0,192,255,0,5,0,0,192,255,0,5,0,0,192,255,0,5,0,0,192,255,0,5,0,0,192,255,0,5,64,0,192,255,0,5,0,0,192,255,0,5,64,0,192,255,0,5,64,0,192,255,0,5,0,0,192,255,0,5,
170,64,104,0,41,223,2,0,188201,64,0,192,255,0,5,0,0,192,255,0,5,0,0,192,255,0,5,64,0,192,255,0,5,0,0,192,255,64,5,0,0,192,255,64,5,0,0,192,255,0,5,64,0,192,255,0,5,64,0,192,255,0,5,0,0,192,255,64,5,0,0,192,255,0,5,0,0,192,255,0,5,0,0,192,255,0,5,0,0,192,255,64,5,64,0,192,255,0,5,0,0,192,255,0,5,
170,64,104,0,80,223,2,0,188240,0,0,192,255,0,5,64,0,192,255,0,5,64,0,192,255,0,5,64,0,192,255,64,5,0,0,192,255,0,5,0,0,192,255,64,5,64,0,0,0,0,5,0,0,192,255,0,5,0,0,192,255,0,5,0,0,192,255,0,5,64,0,192,255,0,5,64,0,192,255,0,5,64,0,192,255,0,5,64,0,192,255,0,5,0,0,0,0,0,5,0,0,0,0,0,5,
170,64,104,0,119,223,2,0,188279,0,0,192,255,0,5,0,0,192,255,0,5,64,0,192,255,0,5,64,0,192,255,0,5,64,0,192,255,0,5,64,0,192,255,64,5,64,0,192,255,64,5,64,0,0,0,64,5,64,0,192,255,64,5,0,0,192,255,0,5,0,0,192,255,0,5,64,0,192,255,0,5,0,0,192,255,0,5,0,0,192,255,0,5,0,0,192,255,0,5,64,0,192,255,0,5,
170,64,104,0,158,223,2,0,188318,64,0,192,255,0,5,64,0,192,255,0,5,64,0,192,255,64,5,64,0,192,255,64,5,0,0,192,255,0,5,0,0,192,255,0,5,0,0,128,255,0,5,0,0,192,255,192,4,64,0,192,255,0,5,0,0,192,255,0,5,0,0,192,255,0,5,64,0,192,255,0,5,0,0,0,0,0,5,0,0,192,255,0,5,64,0,192,255,0,5,64,0,128,255,64,5,
170,64,104,0,197,223,2,0,188357,0,0,192,255,0,5,0,0,192,255,0,5,0,0,192,255,0,5,0,0,192,255,0,5,0,0,192,255,0,5,0,0,192,255,0,5,0,0,192,255,0,5,0,0,192,255,0,5,0,0,192,255,0,5,0,0,192,255,0,5,0,0,192,255,0,5,64,0,192,255,0,5,64,0,192,255,0,5,64,0,192,255,0,5,64,0,0,0,0,5,64,0,192,255,0,5,
170,64,104,0,240,223,2,0,188400,64,0,192,255,0,5,64,0,192,255,0,5,64,0,192,255,0,5,0,0,192,255,0,5,64,0,192,255,0,5,0,0,192,255,0,5,0,0,192,255,64,5,64,0,192,255,64,5,0,0,0,0,64,5,64,0,192,255,64,5,64,0,192,255,64,5,64,0,192,255,64,5,64,0,192,255,0,5,0,0,192,255,0,5,0,0,192,255,0,5,0,0,192,255,0,5,
170,64,104,0,16,224,2,0,188432,0,0,128,255,0,5,64,0,128,255,0,5,64,0,192,255,0,5,64,0,192,255,0,5,64,0,192,255,0,5,64,0,192,255,0,5,64,0,192,255,0,5,64,0,192,255,0,5,64,0,192,255,0,5,0,0,192,255,64,5,64,0,192,255,0,5,64,0,192,255,0,5,0,0,192,255,0,5,64,0,192,255,0,5,0,0,192,255,0,5,64,0,192,255,0,5,
170,64,104,0,55,224,2,0,188471,0,0,192,255,64,5,0,0,192,255,0,5,0,0,192,255,0,5,0,0,192,255,0,5,0,0,192,255,64,5,0,0,192,255,64,5,0,0,192,255,0,5,64,0,192,255,0,5,0,0,192,255,0,5,0,0,192,255,0,5,0,0,0,0,0,5,0,0,192,255,0,5,0,0,192,255,0,5,64,0,192,255,0,5,0,0,128,255,0,5,64,0,192,255,0,5,
170,64,104,0,94,224,2,0,188510,0,0,192,255,0,5,0,0,192,255,0,5,0,0,192,255,0,5,64,0,192,255,0,5,0,0,0,0,0,5,64,0,192,255,0,5,64,0,192,255,0,5,64,0,192,255,0,5,64,0,192,255,64,5,0,0,192,255,0,5,64,0,192,255,0,5,0,0,192,255,0,5,64,0,192,255,0,5,64,0,192,255,0,5,0,0,192,255,0,5,0,0,0,0,0,5,
170,64,104,0,133,224,2,0,188549,0,0,192,255,0,5,0,0,192,255,0,5,0,0,128,255,0,5,64,0,192,255,0,5,64,0,0,0,0,5,64,0,0,0,0,5,64,0,192,255,64,5,0,0,192,255,64,5,64,0,192,255,64,5,0,0,192,255,0,5,64,0,192,255,0,5,64,0,192,255,0,5,0,0,128,255,0,5,64,0,192,255,0,5,0,0,192,255,0,5,64,0,192,255,0,5,
170,64,104,0,172,224,2,0,188588,64,0,192,255,0,5,0,0,192,255,0,5,0,0,192,255,0,5,0,0,192,255,0,5,0,0,192,255,0,5,64,0,192,255,64,5,0,0,192,255,64,5,64,0,192,255,64,5,64,0,192,255,64,5,64,0,192,255,0,5,64,0,192,255,0,5,64,0,192,255,0,5,64,0,192,255,64,5,64,0,192,255,64,5,0,0,192,255,0,5,64,0,192,255,64,5,
170,64,104,0,211,224,2,0,188627,64,0,0,0,64,5,0,0,192,255,0,5,0,0,192,255,0,5,0,0,192,255,0,5,64,0,192,255,0,5,0,0,192,255,0,5,64,0,192,255,0,5,64,0,192,255,0,5,64,0,192,255,0,5,64,0,192,255,0,5,0,0,0,0,0,5,64,0,192,255,192,4,64,0,192,255,64,5,64,0,192,255,0,5,64,0,0,0,0,5,0,0,192,255,0,5,
170,64,104,0,250,224,2,0,188666,64,0,192,255,0,5,0,0,192,255,64,5,64,0,192,255,0,5,64,0,192,255,0,5,64,0,192,255,0,5,64,0,192,255,0,5,64,0,192,255,0,5,64,0,192,255,0,5,0,0,192,255,0,5,64,0,192,255,0,5,64,0,192,255,0,5,64,0,192,255,64,5,64,0,0,0,0,5,64,0,192,255,0,5,64,0,192,255,0,5,0,0,192,255,0,5,
170,64,104,0,33,225,2,0,188705,0,0,192,255,0,5,64,0,192,255,64,5,64,0,192,255,64,5,0,0,128,255,0,5,0,0,192,255,64,5,64,0,192,255,0,5,0,0,192,255,0,5,0,0,192,255,0,5,0,0,0,0,0,5,64,0,192,255,0,5,64,0,192,255,0,5,0,0,192,255,0,5,64,0,192,255,0,5,64,0,192,255,0,5,64,0,192,255,0,5,0,0,192,255,64,5,
170,64,104,0,69,225,2,0,188741,0,0,192,255,64,5,64,0,192,255,0,5,0,0,192,255,0,5,0,0,192,255,0,5,0,0,192,255,64,5,0,0,192,255,64,5,0,0,192,255,0,5,0,0,192,255,64,5,64,0,192,255,0,5,64,0,192,255,0,5,0,0,192,255,0,5,0,0,192,255,64,5,64,0,192,255,64,5,64,0,192,255,0,5,64,0,192,255,64,5,64,0,192,255,64,5,
170,64,104,0,108,225,2,0,188780,64,0,192,255,0,5,64,0,192,255,0,5,64,0,192,255,0,5,64,0,192,255,0,5,64,0,192,255,0,5,0,0,192,255,0,5,64,0,192,255,0,5,64,0,192,255,0,5,0,0,192,255,0,5,64,0,192,255,0,5,64,0,192,255,0,5,64,0,192,255,0,5,0,0,192,255,0,5,0,0,192,255,0,5,0,0,128,255,64,5,0,0,192,255,64,5,
170,64,104,0,147,225,2,0,188819,64,0,192,255,0,5,64,0,192,255,0,5,0,0,192,255,0,5,0,0,192,255,0,5,64,0,192,255,64,5,0,0,192,255,0,5,0,0,192,255,64,5,0,0,192,255,0,5,64,0,192,255,0,5,64,0,192,255,64,5,64,0,192,255,64,5,64,0,192,255,0,5,64,0,192,255,0,5,64,0,192,255,0,5,64,0,192,255,0,5,64,0,192,255,0,5,
170,64,104,0,186,225,2,0,188858,64,0,192,255,0,5,0,0,128,255,64,5,64,0,192,255,0,5,0,0,192,255,0,5,0,0,192,255,64,5,0,0,0,0,64,5,0,0,192,255,64,5,64,0,192,255,64,5,64,0,192,255,0,5,64,0,192,255,64,5,64,0,192,255,0,5,64,0,192,255,0,5,64,0,192,255,0,5,0,0,192,255,0,5,0,0,192,255,0,5,64,0,192,255,0,5,
170,64,104,0,225,225,2,0,188897,0,0,0,0,0,5,0,0,192,255,0,5,0,0,192,255,64,5,0,0,192,255,64,5,0,0,192,255,64,5,0,0,192,255,64,5,0,0,192,255,0,5,0,0,192,255,0,5,0,0,192,255,0,5,0,0,192,255,0,5,0,0,192,255,0,5,0,0,0,0,0,5,64,0,192,255,0,5,64,0,192,255,64,5,64,0,192,255,64,5,64,0,192,255,0,5,
