StartByte,MessageID,MessageLength(lsb),MessageLength(msb),Time0,Time1,Time2,Time3,Time,axDataLsb,axDataMsb,ayDataLsb,ayDataMsb,azDataLsb,azDataMsb,axDataLsb,axDataMsb,ayDataLsb,ayDataMsb,azDataLsb,azDataMsb,axDataLsb,axDataMsb,ayDataLsb,ayDataMsb,azDataLsb,azDataMsb,axDataLsb,axDataMsb,ayDataLsb,ayDataMsb,azDataLsb,azDataMsb,axDataLsb,axDataMsb,ayDataLsb,ayDataMsb,azDataLsb,azDataMsb,axDataLsb,axDataMsb,ayDataLsb,ayDataMsb,azDataLsb,azDataMsb,axDataLsb,axDataMsb,ayDataLsb,ayDataMsb,azDataLsb,azDataMsb,axDataLsb,axDataMsb,ayDataLsb,ayDataMsb,azDataLsb,azDataMsb,axDataLsb,axDataMsb,ayDataLsb,ayDataMsb,azDataLsb,azDataMsb,axDataLsb,axDataMsb,ayDataLsb,ayDataMsb,azDataLsb,azDataMsb,axDataLsb,axDataMsb,ayDataLsb,ayDataMsb,azDataLsb,azDataMsb,axDataLsb,axDataMsb,ayDataLsb,ayDataMsb,azDataLsb,azDataMsb,axDataLsb,axDataMsb,ayDataLsb,ayDataMsb,azDataLsb,azDataMsb,axDataLsb,axDataMsb,ayDataLsb,ayDataMsb,azDataLsb,azDataMsb,axDataLsb,axDataMsb,ayDataLsb,ayDataMsb,azDataLsb,azDataMsb,axDataLsb,axDataMsb,ayDataLsb,ayDataMsb,azDataLsb,azDataMsb,
170,64,104,0,8,125,2,0,163080,64,0,192,255,0,5,64,0,192,255,0,5,0,0,0,0,64,5,0,0,0,0,0,5,64,0,192,255,0,5,64,0,192,255,0,5,64,0,192,255,0,5,64,0,192,255,0,5,64,0,192,255,64,5,64,0,192,255,64,5,64,0,192,255,0,5,0,0,192,255,0,5,64,0,0,0,64,5,64,0,192,255,0,5,64,0,192,255,64,5,64,0,0,0,0,5,
170,64,104,0,47,125,2,0,163119,64,0,0,0,64,5,64,0,192,255,64,5,64,0,192,255,0,5,0,0,0,0,0,5,64,0,0,0,64,5,64,0,192,255,64,5,64,0,192,255,64,5,0,0,192,255,64,5,0,0,0,0,64,5,0,0,192,255,0,5,0,0,192,255,0,5,0,0,192,255,0,5,64,0,192,255,64,5,0,0,0,0,0,5,64,0,0,0,0,5,0,0,0,0,0,5,
170,64,104,0,86,125,2,0,163158,0,0,0,0,64,5,0,0,0,0,0,5,0,0,192,255,0,5,64,0,192,255,0,5,0,0,192,255,0,5,64,0,192,255,64,5,64,0,192,255,0,5,64,0,0,0,0,5,64,0,0,0,0,5,64,0,0,0,0,5,64,0,0,0,0,5,64,0,192,255,64,5,0,0,192,255,0,5,0,0,192,255,0,5,64,0,192,255,64,5,64,0,192,255,64,5,
170,65,104,0,118,125,2,0,163190,112,0,208,255,0,1,112,0,224,255,208,0,160,0,224,255,224,0,144,0,224,255,0,1,160,0,224,255,208,0,128,0,192,255,0,1,128,0,208,255,224,0,144,0,208,255,0,1,128,0,240,255,240,0,128,0,208,255,224,0,112,0,208,255,240,0,128,0,224,255,208,0,128,0,208,255,224,0,128,0,224,255,240,0,144,0,208,255,240,0,128,0,240,255,192,0,
170,65,104,0,133,125,2,0,163205,128,0,192,255,208,0,160,0,192,255,16,1,144,0,224,255,224,0,192,0,192,255,240,0,128,0,192,255,192,0,128,0,208,255,224,0,144,0,192,255,240,0,128,0,240,255,240,0,160,0,176,255,240,0,128,0,208,255,192,0,128,0,208,255,208,0,144,0,208,255,16,1,112,0,240,255,208,0,128,0,208,255,208,0,128,0,208,255,224,0,128,0,208,255,240,0,
170,65,104,0,149,125,2,0,163221,160,0,208,255,240,0,128,0,0,0,208,0,112,0,208,255,240,0,128,0,208,255,224,0,128,0,224,255,224,0,144,0,208,255,224,0,144,0,240,255,208,0,144,0,224,255,224,0,128,0,208,255,32,1,128,0,224,255,224,0,160,0,224,255,0,1,128,0,240,255,208,0,112,0,224,255,240,0,128,0,208,255,32,1,128,0,192,255,0,1,160,0,208,255,224,0,
170,64,104,0,125,125,2,0,163197,64,0,0,0,64,5,64,0,0,0,64,5,0,0,192,255,64,5,64,0,192,255,64,5,64,0,192,255,64,5,0,0,192,255,64,5,64,0,192,255,64,5,64,0,192,255,64,5,0,0,0,0,0,5,64,0,192,255,0,5,64,0,0,0,0,5,64,0,0,0,0,5,64,0,0,0,0,5,64,0,192,255,0,5,0,0,192,255,0,5,64,0,0,0,0,5,
170,65,104,0,164,125,2,0,163236,144,0,224,255,192,0,128,0,224,255,208,0,144,0,208,255,16,1,128,0,208,255,208,0,144,0,192,255,224,0,128,0,224,255,208,0,128,0,208,255,192,0,176,0,224,255,224,0,112,0,208,255,208,0,144,0,192,255,0,1,160,0,176,255,0,1,128,0,224,255,144,0,96,0,208,255,0,1,112,0,224,255,240,0,128,0,208,255,0,1,128,0,192,255,224,0,
170,65,104,0,180,125,2,0,163252,112,0,240,255,192,0,128,0,176,255,224,0,128,0,240,255,240,0,144,0,208,255,224,0,128,0,224,255,240,0,112,0,224,255,224,0,128,0,208,255,0,1,128,0,224,255,224,0,160,0,192,255,224,0,144,0,208,255,208,0,112,0,208,255,224,0,128,0,208,255,0,1,112,0,224,255,208,0,160,0,208,255,224,0,144,0,240,255,208,0,144,0,192,255,240,0,
170,64,104,0,161,125,2,0,163233,0,0,0,0,64,5,64,0,192,255,64,5,0,0,192,255,64,5,64,0,192,255,64,5,0,0,192,255,64,5,0,0,192,255,64,5,0,0,192,255,0,5,0,0,192,255,0,5,0,0,192,255,0,5,64,0,192,255,0,5,64,0,192,255,64,5,128,0,192,255,64,5,64,0,192,255,0,5,64,0,192,255,0,5,0,0,192,255,64,5,0,0,192,255,0,5,
170,65,104,0,195,125,2,0,163267,128,0,224,255,32,1,128,0,208,255,240,0,176,0,192,255,208,0,128,0,224,255,224,0,160,0,192,255,208,0,128,0,224,255,0,1,160,0,208,255,224,0,160,0,208,255,208,0,144,0,224,255,240,0,144,0,208,255,224,0,128,0,208,255,240,0,128,0,224,255,0,1,160,0,208,255,224,0,128,0,192,255,0,1,128,0,224,255,240,0,128,0,240,255,0,1,
170,65,104,0,211,125,2,0,163283,112,0,240,255,240,0,96,0,208,255,240,0,128,0,224,255,208,0,160,0,240,255,192,0,128,0,208,255,0,1,128,0,240,255,240,0,96,0,208,255,208,0,128,0,240,255,240,0,112,0,224,255,0,1,176,0,192,255,240,0,112,0,240,255,0,1,112,0,192,255,192,0,128,0,192,255,224,0,160,0,240,255,208,0,144,0,240,255,224,0,144,0,208,255,240,0,
170,64,104,0,200,125,2,0,163272,64,0,0,0,0,5,0,0,192,255,0,5,64,0,192,255,0,5,64,0,192,255,0,5,64,0,192,255,0,5,0,0,192,255,0,5,64,0,0,0,64,5,64,0,0,0,64,5,64,0,0,0,64,5,0,0,192,255,64,5,64,0,192,255,64,5,0,0,0,0,64,5,64,0,0,0,0,5,64,0,0,0,0,5,64,0,192,255,64,5,64,0,192,255,0,5,
170,65,104,0,226,125,2,0,163298,144,0,224,255,240,0,144,0,176,255,224,0,144,0,0,0,224,0,144,0,192,255,16,1,128,0,224,255,224,0,128,0,208,255,16,1,144,0,192,255,224,0,144,0,224,255,208,0,160,0,224,255,0,1,128,0,0,0,224,0,144,0,192,255,208,0,96,0,192,255,224,0,128,0,224,255,240,0,144,0,208,255,0,1,144,0,208,255,224,0,144,0,192,255,240,0,
170,65,104,0,241,125,2,0,163313,144,0,192,255,208,0,128,0,240,255,208,0,144,0,224,255,0,1,112,0,224,255,224,0,144,0,208,255,240,0,144,0,192,255,224,0,128,0,224,255,192,0,144,0,192,255,208,0,144,0,224,255,224,0,128,0,208,255,208,0,128,0,208,255,240,0,128,0,224,255,208,0,144,0,208,255,0,1,144,0,208,255,224,0,144,0,224,255,240,0,128,0,208,255,224,0,
170,65,104,0,1,126,2,0,163329,128,0,224,255,224,0,128,0,224,255,0,1,144,0,208,255,224,0,128,0,208,255,224,0,144,0,192,255,208,0,144,0,224,255,240,0,144,0,224,255,0,1,128,0,240,255,224,0,96,0,224,255,208,0,128,0,192,255,224,0,144,0,240,255,208,0,128,0,224,255,0,1,112,0,224,255,224,0,96,0,224,255,224,0,128,0,192,255,224,0,96,0,224,255,224,0,
170,64,104,0,239,125,2,0,163311,64,0,0,0,0,5,0,0,0,0,64,5,0,0,192,255,64,5,0,0,192,255,0,5,0,0,192,255,0,5,64,0,192,255,64,5,64,0,192,255,0,5,64,0,192,255,0,5,64,0,192,255,0,5,64,0,0,0,0,5,64,0,192,255,0,5,64,0,192,255,0,5,64,0,192,255,0,5,64,0,192,255,0,5,0,0,192,255,64,5,64,0,192,255,0,5,
170,65,104,0,16,126,2,0,163344,160,0,208,255,0,1,112,0,240,255,240,0,144,0,208,255,224,0,160,0,192,255,208,0,128,0,240,255,208,0,160,0,208,255,16,1,128,0,240,255,224,0,160,0,208,255,192,0,128,0,208,255,240,0,112,0,224,255,224,0,160,0,208,255,0,1,144,0,224,255,16,1,128,0,176,255,0,1,144,0,192,255,0,1,144,0,224,255,240,0,144,0,176,255,240,0,
170,65,104,0,32,126,2,0,163360,112,0,208,255,240,0,144,0,208,255,224,0,144,0,192,255,208,0,128,0,240,255,208,0,128,0,192,255,240,0,128,0,224,255,240,0,112,0,208,255,0,1,144,0,192,255,240,0,144,0,224,255,224,0,128,0,208,255,240,0,144,0,208,255,240,0,128,0,192,255,224,0,144,0,224,255,224,0,112,0,240,255,224,0,128,0,208,255,224,0,128,0,224,255,240,0,
170,65,104,0,47,126,2,0,163375,112,0,208,255,208,0,144,0,208,255,224,0,160,0,240,255,224,0,128,0,208,255,208,0,128,0,0,0,224,0,112,0,208,255,224,0,176,0,208,255,0,1,144,0,176,255,224,0,112,0,208,255,240,0,112,0,240,255,224,0,112,0,208,255,224,0,176,0,224,255,16,1,128,0,224,255,224,0,160,0,208,255,0,1,112,0,192,255,240,0,112,0,224,255,224,0,
170,64,104,0,22,126,2,0,163350,0,0,192,255,0,5,64,0,192,255,0,5,0,0,192,255,0,5,64,0,192,255,0,5,64,0,0,0,0,5,64,0,192,255,0,5,64,0,192,255,0,5,64,0,192,255,0,5,64,0,192,255,0,5,0,0,192,255,0,5,0,0,0,0,0,5,0,0,0,0,0,5,64,0,0,0,64,5,64,0,192,255,64,5,64,0,0,0,64,5,64,0,192,255,0,5,
170,65,104,0,63,126,2,0,163391,144,0,176,255,0,1,144,0,224,255,224,0,160,0,208,255,224,0,144,0,208,255,224,0,112,0,208,255,224,0,160,0,208,255,224,0,144,0,224,255,0,1,128,0,208,255,224,0,144,0,224,255,224,0,112,0,208,255,240,0,160,0,192,255,208,0,160,0,240,255,0,1,144,0,208,255,224,0,144,0,192,255,224,0,128,0,192,255,224,0,176,0,176,255,224,0,
170,65,104,0,78,126,2,0,163406,128,0,224,255,208,0,144,0,224,255,224,0,112,0,208,255,208,0,128,0,224,255,0,1,144,0,176,255,208,0,144,0,224,255,208,0,144,0,208,255,176,0,144,0,192,255,16,1,144,0,208,255,224,0,160,0,176,255,224,0,144,0,224,255,208,0,176,0,224,255,0,1,144,0,208,255,240,0,128,0,240,255,224,0,96,0,208,255,208,0,128,0,240,255,240,0,
170,64,104,0,61,126,2,0,163389,64,0,192,255,0,5,64,0,192,255,0,5,64,0,0,0,0,5,64,0,0,0,64,5,64,0,192,255,64,5,64,0,192,255,0,5,64,0,0,0,0,5,64,0,192,255,0,5,0,0,192,255,0,5,0,0,192,255,0,5,64,0,192,255,64,5,0,0,192,255,0,5,0,0,192,255,0,5,0,0,192,255,0,5,64,0,192,255,0,5,0,0,192,255,0,5,
170,65,104,0,93,126,2,0,163421,160,0,208,255,192,0,128,0,224,255,240,0,144,0,0,0,192,0,160,0,208,255,240,0,128,0,224,255,208,0,160,0,208,255,240,0,144,0,176,255,208,0,112,0,192,255,224,0,160,0,208,255,0,1,144,0,224,255,240,0,144,0,224,255,240,0,128,0,208,255,16,1,144,0,224,255,240,0,160,0,208,255,240,0,144,0,224,255,240,0,128,0,208,255,208,0,
170,65,104,0,109,126,2,0,163437,112,0,224,255,0,1,112,0,208,255,224,0,144,0,192,255,208,0,128,0,240,255,208,0,160,0,192,255,208,0,128,0,208,255,16,1,144,0,192,255,224,0,160,0,192,255,224,0,144,0,240,255,208,0,128,0,224,255,208,0,128,0,208,255,0,1,128,0,224,255,16,1,160,0,208,255,224,0,144,0,240,255,224,0,128,0,224,255,176,0,128,0,224,255,0,1,
170,65,104,0,124,126,2,0,163452,96,0,224,255,240,0,160,0,208,255,240,0,144,0,160,255,224,0,128,0,240,255,224,0,128,0,240,255,224,0,112,0,224,255,0,1,160,0,208,255,32,1,160,0,160,255,208,0,144,0,208,255,224,0,128,0,224,255,208,0,128,0,208,255,224,0,160,0,192,255,32,1,144,0,208,255,208,0,128,0,224,255,224,0,144,0,192,255,0,1,128,0,0,0,208,0,
170,64,104,0,98,126,2,0,163426,64,0,0,0,0,5,64,0,0,0,64,5,64,0,192,255,0,5,64,0,192,255,0,5,64,0,192,255,64,5,0,0,192,255,0,5,64,0,192,255,0,5,64,0,0,0,64,5,64,0,0,0,64,5,0,0,0,0,0,5,64,0,192,255,0,5,0,0,192,255,64,5,0,0,0,0,0,5,64,0,0,0,0,5,64,0,0,0,0,5,64,0,192,255,0,5,
170,65,104,0,140,126,2,0,163468,144,0,208,255,0,1,144,0,224,255,240,0,144,0,208,255,192,0,144,0,240,255,32,1,128,0,224,255,224,0,144,0,224,255,192,0,128,0,224,255,208,0,144,0,224,255,208,0,128,0,192,255,240,0,144,0,224,255,224,0,160,0,208,255,240,0,128,0,0,0,224,0,144,0,208,255,240,0,112,0,224,255,16,1,128,0,208,255,224,0,144,0,208,255,208,0,
170,65,104,0,155,126,2,0,163483,128,0,208,255,208,0,160,0,224,255,224,0,128,0,224,255,240,0,128,0,192,255,0,1,160,0,224,255,208,0,128,0,208,255,192,0,144,0,224,255,192,0,144,0,208,255,240,0,128,0,224,255,224,0,128,0,208,255,224,0,112,0,224,255,0,1,144,0,208,255,0,1,144,0,224,255,0,1,144,0,240,255,240,0,128,0,208,255,192,0,128,0,224,255,208,0,
170,64,104,0,137,126,2,0,163465,0,0,0,0,0,5,64,0,192,255,0,5,64,0,192,255,0,5,64,0,192,255,0,5,64,0,0,0,0,5,64,0,192,255,0,5,64,0,192,255,0,5,64,0,192,255,0,5,0,0,0,0,0,5,64,0,192,255,0,5,64,0,192,255,0,5,64,0,192,255,0,5,64,0,192,255,0,5,0,0,192,255,0,5,0,0,192,255,0,5,0,0,0,0,0,5,
170,65,104,0,171,126,2,0,163499,160,0,224,255,208,0,144,0,208,255,16,1,112,0,240,255,224,0,144,0,224,255,0,1,160,0,176,255,16,1,128,0,224,255,0,1,128,0,224,255,0,1,128,0,240,255,208,0,160,0,208,255,224,0,144,0,176,255,0,1,128,0,224,255,224,0,144,0,224,255,0,1,128,0,208,255,240,0,144,0,224,255,224,0,128,0,208,255,240,0,128,0,224,255,224,0,
170,65,104,0,186,126,2,0,163514,112,0,224,255,240,0,144,0,208,255,240,0,128,0,208,255,0,1,160,0,208,255,0,1,144,0,224,255,208,0,160,0,208,255,0,1,128,0,208,255,240,0,160,0,224,255,224,0,144,0,208,255,208,0,128,0,224,255,192,0,128,0,208,255,224,0,128,0,224,255,224,0,144,0,208,255,240,0,128,0,192,255,224,0,128,0,224,255,240,0,144,0,192,255,0,1,
170,64,104,0,173,126,2,0,163501,0,0,0,0,0,5,64,0,192,255,0,5,64,0,192,255,0,5,64,0,192,255,0,5,64,0,0,0,0,5,64,0,192,255,0,5,64,0,192,255,0,5,0,0,192,255,0,5,64,0,192,255,0,5,64,0,192,255,0,5,64,0,0,0,64,5,64,0,0,0,64,5,64,0,0,0,64,5,0,0,192,255,0,5,64,0,0,0,0,5,64,0,0,0,64,5,
170,65,104,0,202,126,2,0,163530,160,0,192,255,224,0,144,0,224,255,240,0,144,0,208,255,224,0,144,0,224,255,208,0,144,0,224,255,16,1,144,0,240,255,0,1,112,0,208,255,208,0,160,0,208,255,224,0,160,0,224,255,208,0,112,0,224,255,240,0,144,0,224,255,224,0,112,0,208,255,240,0,128,0,208,255,240,0,128,0,224,255,224,0,192,0,208,255,224,0,144,0,240,255,224,0,
170,65,104,0,217,126,2,0,163545,144,0,208,255,224,0,128,0,208,255,240,0,144,0,208,255,208,0,160,0,208,255,16,1,128,0,240,255,208,0,160,0,192,255,192,0,144,0,176,255,0,1,128,0,240,255,208,0,192,0,224,255,0,1,128,0,176,255,208,0,160,0,192,255,192,0,144,0,208,255,176,0,128,0,224,255,192,0,144,0,224,255,240,0,128,0,208,255,208,0,112,0,224,255,240,0,
170,65,104,0,232,126,2,0,163560,128,0,208,255,224,0,160,0,224,255,0,1,128,0,192,255,240,0,128,0,208,255,224,0,128,0,224,255,208,0,176,0,224,255,208,0,128,0,240,255,240,0,144,0,208,255,240,0,128,0,240,255,208,0,160,0,208,255,0,1,144,0,208,255,240,0,128,0,224,255,240,0,112,0,224,255,0,1,112,0,224,255,208,0,128,0,208,255,208,0,160,0,208,255,192,0,
170,64,104,0,212,126,2,0,163540,64,0,0,0,64,5,0,0,192,255,64,5,0,0,192,255,64,5,0,0,0,0,64,5,64,0,0,0,64,5,0,0,0,0,64,5,64,0,192,255,64,5,64,0,192,255,64,5,64,0,0,0,128,4,0,0,192,255,192,4,64,0,192,255,128,4,0,0,192,255,64,5,0,0,0,0,64,5,64,0,0,0,0,5,64,0,0,0,128,5,0,0,192,255,128,5,
170,65,104,0,248,126,2,0,163576,144,0,224,255,208,0,112,0,224,255,224,0,160,0,208,255,240,0,144,0,192,255,0,1,144,0,176,255,224,0,128,0,224,255,208,0,176,0,224,255,176,0,144,0,208,255,224,0,128,0,208,255,16,1,144,0,192,255,240,0,144,0,224,255,240,0,176,0,224,255,240,0,144,0,192,255,240,0,128,0,192,255,224,0,160,0,224,255,0,1,144,0,224,255,224,0,
170,65,104,0,7,127,2,0,163591,128,0,208,255,240,0,160,0,176,255,224,0,128,0,208,255,208,0,160,0,208,255,48,1,128,0,176,255,208,0,144,0,208,255,224,0,128,0,208,255,224,0,112,0,208,255,176,0,112,0,192,255,240,0,128,0,224,255,176,0,192,0,208,255,224,0,128,0,192,255,208,0,112,0,192,255,240,0,176,0,208,255,224,0,128,0,224,255,208,0,144,0,224,255,240,0,
170,65,104,0,23,127,2,0,163607,144,0,224,255,224,0,128,0,208,255,0,1,176,0,176,255,224,0,128,0,224,255,0,1,128,0,192,255,224,0,112,0,208,255,0,1,128,0,208,255,192,0,144,0,192,255,192,0,160,0,224,255,224,0,144,0,192,255,240,0,128,0,240,255,240,0,144,0,208,255,0,1,160,0,208,255,240,0,144,0,240,255,192,0,128,0,208,255,208,0,128,0,208,255,240,0,
170,64,104,0,251,126,2,0,163579,0,0,192,255,64,5,64,0,192,255,192,5,64,0,192,255,64,5,64,0,192,255,128,5,64,0,0,0,0,5,0,0,0,0,0,5,0,0,192,255,64,5,0,0,192,255,0,5,64,0,192,255,0,5,64,0,128,255,64,5,64,0,192,255,0,5,64,0,192,255,0,5,0,0,192,255,0,5,64,0,192,255,0,5,64,0,0,0,0,5,64,0,0,0,0,5,
170,65,104,0,38,127,2,0,163622,128,0,224,255,240,0,144,0,192,255,208,0,144,0,240,255,224,0,160,0,192,255,208,0,144,0,208,255,208,0,112,0,224,255,240,0,80,0,208,255,224,0,144,0,224,255,240,0,160,0,240,255,240,0,112,0,224,255,16,1,128,0,240,255,224,0,112,0,192,255,176,0,144,0,208,255,176,0,144,0,224,255,224,0,128,0,208,255,240,0,128,0,240,255,224,0,
170,65,104,0,54,127,2,0,163638,144,0,208,255,0,1,128,0,224,255,224,0,144,0,208,255,176,0,128,0,208,255,0,1,112,0,224,255,224,0,144,0,208,255,224,0,128,0,224,255,224,0,128,0,224,255,208,0,160,0,224,255,0,1,128,0,192,255,0,1,160,0,208,255,240,0,144,0,224,255,224,0,128,0,208,255,192,0,128,0,208,255,224,0,128,0,208,255,224,0,144,0,192,255,224,0,
170,64,104,0,34,127,2,0,163618,0,0,0,0,0,5,0,0,0,0,64,5,0,0,0,0,64,5,0,0,192,255,0,5,0,0,192,255,0,5,64,0,192,255,64,5,0,0,192,255,64,5,64,0,192,255,64,5,0,0,0,0,0,5,64,0,192,255,64,5,64,0,192,255,64,5,64,0,192,255,64,5,64,0,0,0,0,5,64,0,192,255,0,5,64,0,192,255,0,5,64,0,192,255,64,5,
170,65,104,0,69,127,2,0,163653,128,0,224,255,240,0,176,0,224,255,208,0,128,0,208,255,240,0,128,0,0,0,240,0,112,0,224,255,240,0,144,0,240,255,192,0,112,0,208,255,224,0,128,0,208,255,240,0,128,0,240,255,224,0,144,0,208,255,0,1,128,0,224,255,224,0,144,0,208,255,192,0,128,0,208,255,240,0,160,0,192,255,240,0,160,0,192,255,208,0,144,0,224,255,240,0,
170,65,104,0,84,127,2,0,163668,144,0,208,255,224,0,128,0,192,255,0,1,112,0,224,255,224,0,160,0,208,255,208,0,160,0,192,255,208,0,128,0,208,255,208,0,128,0,224,255,16,1,144,0,208,255,0,1,160,0,208,255,208,0,128,0,192,255,224,0,128,0,224,255,240,0,128,0,192,255,224,0,144,0,192,255,208,0,144,0,208,255,224,0,128,0,208,255,224,0,160,0,224,255,224,0,
170,64,104,0,73,127,2,0,163657,0,0,192,255,64,5,0,0,192,255,0,5,64,0,192,255,64,5,64,0,192,255,64,5,64,0,128,255,0,5,64,0,192,255,0,5,64,0,192,255,64,5,0,0,192,255,0,5,0,0,192,255,0,5,0,0,0,0,0,5,64,0,192,255,0,5,64,0,192,255,64,5,64,0,0,0,64,5,0,0,0,0,0,5,64,0,192,255,64,5,64,0,192,255,0,5,
